"facturaId","productoId","cantidad"
"16193","3","1"
"16194","6","10"
"16195","1","12"
"16195","2","6"
"16196","1","2"
"16197","4","1"
"16197","5","11"
"16198","1","12"
"16198","2","6"
"16199","3","1"
"16200","2","2"
"16200","4","1"
"16200","6","15"
"16201","2","2"
"16201","4","1"
"16201","6","15"
"16202","6","10"
"16203","3","1"
"16203","4","1"
"16204","1","2"
"16205","4","1"
"16205","5","11"
"16206","3","1"
"16207","6","10"
"16208","3","1"
"16208","4","1"
"16209","1","12"
"16209","2","6"
"16210","4","1"
"16210","5","11"
"16211","1","2"
"16212","2","2"
"16212","4","1"
"16212","6","15"
"16213","3","1"
"16214","2","2"
"16214","4","1"
"16214","6","15"
"16215","1","12"
"16215","2","6"
"16216","6","10"
"16217","3","1"
"16217","4","1"
"16218","1","2"
"16219","4","1"
"16219","5","11"
"16220","1","12"
"16220","2","6"
"16221","1","2"
"16222","1","12"
"16222","2","6"
"16223","6","10"
"16224","3","1"
"16225","4","1"
"16225","5","11"
"16226","3","1"
"16226","4","1"
"16227","3","1"
"16228","2","2"
"16228","4","1"
"16228","6","15"
"16229","6","10"
"16230","4","1"
"16230","5","11"
"16231","1","2"
"16232","3","1"
"16232","4","1"
"16233","1","12"
"16233","2","6"
"16234","3","1"
"16235","2","2"
"16235","4","1"
"16235","6","15"
"16236","2","2"
"16236","4","1"
"16236","6","15"
"16237","3","1"
"16237","4","1"
"16238","6","10"
"16239","1","12"
"16239","2","6"
"16240","2","2"
"16240","4","1"
"16240","6","15"
"16241","3","1"
"16242","3","1"
"16242","4","1"
"16243","6","10"
"16244","4","1"
"16244","5","11"
"16245","1","2"
"16246","1","2"
"16247","3","1"
"16248","1","12"
"16248","2","6"
"16249","3","1"
"16249","4","1"
"16250","2","2"
"16250","4","1"
"16250","6","15"
"16251","6","10"
"16252","1","2"
"16253","4","1"
"16253","5","11"
"16254","4","1"
"16254","5","11"
"16255","1","12"
"16255","2","6"
"16256","2","2"
"16256","4","1"
"16256","6","15"
"16257","3","1"
"16257","4","1"
"16258","1","2"
"16259","4","1"
"16259","5","11"
"16260","2","2"
"16260","4","1"
"16260","6","15"
"16261","3","1"
"16262","1","12"
"16262","2","6"
"16263","6","10"
"16264","1","2"
"16265","3","1"
"16265","4","1"
"16266","4","1"
"16266","5","11"
"16267","3","1"
"16268","1","12"
"16268","2","6"
"16269","6","10"
"16270","3","1"
"16270","4","1"
"16271","2","2"
"16271","4","1"
"16271","6","15"
"16272","3","1"
"16273","4","1"
"16273","5","11"
"16274","6","10"
"16275","1","12"
"16275","2","6"
"16276","3","1"
"16277","6","10"
"16278","3","1"
"16278","4","1"
"16279","4","1"
"16279","5","11"
"16280","1","2"
"16281","1","2"
"16282","2","2"
"16282","4","1"
"16282","6","15"
"16283","3","1"
"16284","1","12"
"16284","2","6"
"16285","3","1"
"16285","4","1"
"16286","2","2"
"16286","4","1"
"16286","6","15"
"16287","4","1"
"16287","5","11"
"16288","6","10"
"16289","1","2"
"16290","2","2"
"16290","4","1"
"16290","6","15"
"16291","6","10"
"16292","4","1"
"16292","5","11"
"16293","1","2"
"16294","3","1"
"16295","1","12"
"16295","2","6"
"16296","3","1"
"16296","4","1"
"16297","1","12"
"16297","2","6"
"16298","3","1"
"16299","6","10"
"16300","2","2"
"16300","4","1"
"16300","6","15"
"16301","3","1"
"16301","4","1"
"16302","1","2"
"16303","4","1"
"16303","5","11"
"16304","1","12"
"16304","2","6"
"16305","3","1"
"16306","2","2"
"16306","4","1"
"16306","6","15"
"16307","3","1"
"16307","4","1"
"16308","6","10"
"16309","6","10"
"16310","1","2"
"16311","2","2"
"16311","4","1"
"16311","6","15"
"16312","3","1"
"16313","4","1"
"16313","5","11"
"16314","1","12"
"16314","2","6"
"16315","1","2"
"16316","4","1"
"16316","5","11"
"16317","4","1"
"16317","5","11"
"16318","3","1"
"16318","4","1"
"16319","3","1"
"16319","4","1"
"16320","3","1"
"16321","2","2"
"16321","4","1"
"16321","6","15"
"16322","6","10"
"16323","2","2"
"16323","4","1"
"16323","6","15"
"16324","4","1"
"16324","5","11"
"16325","1","2"
"16326","1","12"
"16326","2","6"
"16327","1","12"
"16327","2","6"
"16328","3","1"
"16328","4","1"
"16329","3","1"
"16330","6","10"
"16331","3","1"
"16332","1","2"
"16333","4","1"
"16333","5","11"
"16334","1","12"
"16334","2","6"
"16335","3","1"
"16335","4","1"
"16336","1","2"
"16337","4","1"
"16337","5","11"
"16338","6","10"
"16339","3","1"
"16340","6","10"
"16341","1","2"
"16342","1","12"
"16342","2","6"
"16343","4","1"
"16343","5","11"
"16344","3","1"
"16344","4","1"
"16345","2","2"
"16345","4","1"
"16345","6","15"
"16346","1","12"
"16346","2","6"
"16347","2","2"
"16347","4","1"
"16347","6","15"
"16348","6","10"
"16349","3","1"
"16349","4","1"
"16350","4","1"
"16350","5","11"
"16351","1","2"
"16352","1","12"
"16352","2","6"
"16353","3","1"
"16354","2","2"
"16354","4","1"
"16354","6","15"
"16355","3","1"
"16356","3","1"
"16356","4","1"
"16357","6","10"
"16358","2","2"
"16358","4","1"
"16358","6","15"
"16359","4","1"
"16359","5","11"
"16360","1","2"
"16361","2","2"
"16361","4","1"
"16361","6","15"
"16362","1","12"
"16362","2","6"
"16363","3","1"
"16364","1","2"
"16365","6","10"
"16366","3","1"
"16367","4","1"
"16367","5","11"
"16368","1","12"
"16368","2","6"
"16369","3","1"
"16369","4","1"
"16370","2","2"
"16370","4","1"
"16370","6","15"
"16371","3","1"
"16371","4","1"
"16372","6","10"
"16373","1","2"
"16374","1","2"
"16375","2","2"
"16375","4","1"
"16375","6","15"
"16376","4","1"
"16376","5","11"
"16377","1","12"
"16377","2","6"
"16378","6","10"
"16379","3","1"
"16380","2","2"
"16380","4","1"
"16380","6","15"
"16381","4","1"
"16381","5","11"
"16382","3","1"
"16382","4","1"
"16383","3","1"
"16384","1","2"
"16385","6","10"
"16386","4","1"
"16386","5","11"
"16387","2","2"
"16387","4","1"
"16387","6","15"
"16388","1","12"
"16388","2","6"
"16389","1","12"
"16389","2","6"
"16390","3","1"
"16390","4","1"
"16391","3","1"
"16392","4","1"
"16392","5","11"
"16393","3","1"
"16393","4","1"
"16394","3","1"
"16394","4","1"
"16395","3","1"
"16396","4","1"
"16396","5","11"
"16397","6","10"
"16398","1","2"
"16399","1","12"
"16399","2","6"
"16400","1","12"
"16400","2","6"
"16401","2","2"
"16401","4","1"
"16401","6","15"
"16402","6","10"
"16403","4","1"
"16403","5","11"
"16404","3","1"
"16405","6","10"
"16406","2","2"
"16406","4","1"
"16406","6","15"
"16407","3","1"
"16407","4","1"
"16408","1","2"
"16409","1","2"
"16410","6","10"
"16411","1","12"
"16411","2","6"
"16412","3","1"
"16412","4","1"
"16413","4","1"
"16413","5","11"
"16414","1","12"
"16414","2","6"
"16415","3","1"
"16415","4","1"
"16416","4","1"
"16416","5","11"
"16417","3","1"
"16418","6","10"
"16419","1","2"
"16420","2","2"
"16420","4","1"
"16420","6","15"
"16421","1","12"
"16421","2","6"
"16422","3","1"
"16423","2","2"
"16423","4","1"
"16423","6","15"
"16424","1","2"
"16425","2","2"
"16425","4","1"
"16425","6","15"
"16426","3","1"
"16427","6","10"
"16428","3","1"
"16428","4","1"
"16429","4","1"
"16429","5","11"
"16430","3","1"
"16431","1","12"
"16431","2","6"
"16432","2","2"
"16432","4","1"
"16432","6","15"
"16433","3","1"
"16433","4","1"
"16434","1","2"
"16435","6","10"
"16436","1","2"
"16437","4","1"
"16437","5","11"
"16438","1","12"
"16438","2","6"
"16439","3","1"
"16440","2","2"
"16440","4","1"
"16440","6","15"
"16441","6","10"
"16442","3","1"
"16442","4","1"
"16443","4","1"
"16443","5","11"
"16444","1","2"
"16445","2","2"
"16445","4","1"
"16445","6","15"
"16446","1","2"
"16447","4","1"
"16447","5","11"
"16448","1","12"
"16448","2","6"
"16449","1","12"
"16449","2","6"
"16450","3","1"
"16450","4","1"
"16451","2","2"
"16451","4","1"
"16451","6","15"
"16452","6","10"
"16453","3","1"
"16454","6","10"
"16455","3","1"
"16455","4","1"
"16456","1","2"
"16457","4","1"
"16457","5","11"
"16458","1","12"
"16458","2","6"
"16459","3","1"
"16460","2","2"
"16460","4","1"
"16460","6","15"
"16461","6","10"
"16462","3","1"
"16462","4","1"
"16463","4","1"
"16463","5","11"
"16464","1","2"
"16465","4","1"
"16465","5","11"
"16466","1","12"
"16466","2","6"
"16467","3","1"
"16468","3","1"
"16469","2","2"
"16469","4","1"
"16469","6","15"
"16470","6","10"
"16471","3","1"
"16471","4","1"
"16472","1","2"
"16473","4","1"
"16473","5","11"
"16474","1","12"
"16474","2","6"
"16475","2","2"
"16475","4","1"
"16475","6","15"
"16476","3","1"
"16477","6","10"
"16478","3","1"
"16478","4","1"
"16479","4","1"
"16479","5","11"
"16480","3","1"
"16481","1","12"
"16481","2","6"
"16482","4","1"
"16482","5","11"
"16483","3","1"
"16483","4","1"
"16484","2","2"
"16484","4","1"
"16484","6","15"
"16485","6","10"
"16486","1","2"
"16487","1","12"
"16487","2","6"
"16488","3","1"
"16489","3","1"
"16489","4","1"
"16490","2","2"
"16490","4","1"
"16490","6","15"
"16491","1","2"
"16492","6","10"
"16493","4","1"
"16493","5","11"
"16494","1","2"
"16495","1","12"
"16495","2","6"
"16496","3","1"
"16497","2","2"
"16497","4","1"
"16497","6","15"
"16498","3","1"
"16499","3","1"
"16499","4","1"
"16500","6","10"
"16501","1","2"
"16502","4","1"
"16502","5","11"
"16503","1","12"
"16503","2","6"
"16504","4","1"
"16504","5","11"
"16505","1","2"
"16506","3","1"
"16507","1","12"
"16507","2","6"
"16508","2","2"
"16508","4","1"
"16508","6","15"
"16509","2","2"
"16509","4","1"
"16509","6","15"
"16510","3","1"
"16510","4","1"
"16511","6","10"
"16512","3","1"
"16512","4","1"
"16513","1","2"
"16514","4","1"
"16514","5","11"
"16515","6","10"
"16516","1","12"
"16516","2","6"
"16517","2","2"
"16517","4","1"
"16517","6","15"
"16518","1","2"
"16519","4","1"
"16519","5","11"
"16520","1","12"
"16520","2","6"
"16521","3","1"
"16522","3","1"
"16523","2","2"
"16523","4","1"
"16523","6","15"
"16524","3","1"
"16524","4","1"
"16525","6","10"
"16526","3","1"
"16526","4","1"
"16527","1","2"
"16528","6","10"
"16529","3","1"
"16530","3","1"
"16530","4","1"
"16531","6","10"
"16532","2","2"
"16532","4","1"
"16532","6","15"
"16533","4","1"
"16533","5","11"
"16534","1","12"
"16534","2","6"
"16535","4","1"
"16535","5","11"
"16536","1","2"
"16537","3","1"
"16538","4","1"
"16538","5","11"
"16539","3","1"
"16539","4","1"
"16540","1","2"
"16541","3","1"
"16542","1","12"
"16542","2","6"
"16543","1","12"
"16543","2","6"
"16544","2","2"
"16544","4","1"
"16544","6","15"
"16545","6","10"
"16546","3","1"
"16546","4","1"
"16547","2","2"
"16547","4","1"
"16547","6","15"
"16548","1","2"
"16549","4","1"
"16549","5","11"
"16550","3","1"
"16551","2","2"
"16551","4","1"
"16551","6","15"
"16552","1","12"
"16552","2","6"
"16553","3","1"
"16553","4","1"
"16554","6","10"
"16555","6","10"
"16556","4","1"
"16556","5","11"
"16557","1","2"
"16558","1","12"
"16558","2","6"
"16559","3","1"
"16560","2","2"
"16560","4","1"
"16560","6","15"
"16561","6","10"
"16562","1","12"
"16562","2","6"
"16563","3","1"
"16564","4","1"
"16564","5","11"
"16565","3","1"
"16565","4","1"
"16566","2","2"
"16566","4","1"
"16566","6","15"
"16567","1","2"
"16568","3","1"
"16568","4","1"
"16569","6","10"
"16570","4","1"
"16570","5","11"
"16571","1","2"
"16572","1","12"
"16572","2","6"
"16573","3","1"
"16574","3","1"
"16574","4","1"
"16575","2","2"
"16575","4","1"
"16575","6","15"
"16576","6","10"
"16577","4","1"
"16577","5","11"
"16578","1","2"
"16579","3","1"
"16579","4","1"
"16580","1","12"
"16580","2","6"
"16581","4","1"
"16581","5","11"
"16582","2","2"
"16582","4","1"
"16582","6","15"
"16583","1","2"
"16584","2","2"
"16584","4","1"
"16584","6","15"
"16585","3","1"
"16585","4","1"
"16586","3","1"
"16587","1","12"
"16587","2","6"
"16588","1","2"
"16589","6","10"
"16590","1","12"
"16590","2","6"
"16591","4","1"
"16591","5","11"
"16592","6","10"
"16593","3","1"
"16594","3","1"
"16594","4","1"
"16595","3","1"
"16596","2","2"
"16596","4","1"
"16596","6","15"
"16597","3","1"
"16598","1","12"
"16598","2","6"
"16599","6","10"
"16600","2","2"
"16600","4","1"
"16600","6","15"
"16601","6","10"
"16602","3","1"
"16602","4","1"
"16603","1","2"
"16604","4","1"
"16604","5","11"
"16605","4","1"
"16605","5","11"
"16606","1","2"
"16607","4","1"
"16607","5","11"
"16608","1","12"
"16608","2","6"
"16609","3","1"
"16610","3","1"
"16610","4","1"
"16611","4","1"
"16611","5","11"
"16612","6","10"
"16613","2","2"
"16613","4","1"
"16613","6","15"
"16614","1","12"
"16614","2","6"
"16615","3","1"
"16616","1","12"
"16616","2","6"
"16617","6","10"
"16618","3","1"
"16619","2","2"
"16619","4","1"
"16619","6","15"
"16620","6","10"
"16621","1","2"
"16622","2","2"
"16622","4","1"
"16622","6","15"
"16623","3","1"
"16623","4","1"
"16624","1","2"
"16625","4","1"
"16625","5","11"
"16626","3","1"
"16626","4","1"
"16627","1","12"
"16627","2","6"
"16628","3","1"
"16629","2","2"
"16629","4","1"
"16629","6","15"
"16630","4","1"
"16630","5","11"
"16631","1","2"
"16632","1","2"
"16633","1","12"
"16633","2","6"
"16634","3","1"
"16635","2","2"
"16635","4","1"
"16635","6","15"
"16636","4","1"
"16636","5","11"
"16637","6","10"
"16638","3","1"
"16638","4","1"
"16639","3","1"
"16639","4","1"
"16640","6","10"
"16641","1","2"
"16642","4","1"
"16642","5","11"
"16643","1","12"
"16643","2","6"
"16644","2","2"
"16644","4","1"
"16644","6","15"
"16645","3","1"
"16646","3","1"
"16646","4","1"
"16647","6","10"
"16648","2","2"
"16648","4","1"
"16648","6","15"
"16649","4","1"
"16649","5","11"
"16650","1","2"
"16651","1","12"
"16651","2","6"
"16652","3","1"
"16653","2","2"
"16653","4","1"
"16653","6","15"
"16654","6","10"
"16655","3","1"
"16655","4","1"
"16656","4","1"
"16656","5","11"
"16657","1","2"
"16658","3","1"
"16659","1","12"
"16659","2","6"
"16660","3","1"
"16660","4","1"
"16661","6","10"
"16662","3","1"
"16662","4","1"
"16663","4","1"
"16663","5","11"
"16664","1","2"
"16665","1","12"
"16665","2","6"
"16666","2","2"
"16666","4","1"
"16666","6","15"
"16667","6","10"
"16668","4","1"
"16668","5","11"
"16669","2","2"
"16669","4","1"
"16669","6","15"
"16670","3","1"
"16671","6","10"
"16672","3","1"
"16672","4","1"
"16673","1","2"
"16674","4","1"
"16674","5","11"
"16675","1","12"
"16675","2","6"
"16676","2","2"
"16676","4","1"
"16676","6","15"
"16677","3","1"
"16678","3","1"
"16678","4","1"
"16679","1","2"
"16680","1","12"
"16680","2","6"
"16681","3","1"
"16682","6","10"
"16683","1","12"
"16683","2","6"
"16684","3","1"
"16685","1","2"
"16686","3","1"
"16686","4","1"
"16687","4","1"
"16687","5","11"
"16688","4","1"
"16688","5","11"
"16689","6","10"
"16690","2","2"
"16690","4","1"
"16690","6","15"
"16691","1","2"
"16692","3","1"
"16693","1","12"
"16693","2","6"
"16694","3","1"
"16694","4","1"
"16695","6","10"
"16696","2","2"
"16696","4","1"
"16696","6","15"
"16697","1","2"
"16698","4","1"
"16698","5","11"
"16699","1","12"
"16699","2","6"
"16700","4","1"
"16700","5","11"
"16701","1","2"
"16702","3","1"
"16703","3","1"
"16703","4","1"
"16704","6","10"
"16705","1","12"
"16705","2","6"
"16706","2","2"
"16706","4","1"
"16706","6","15"
"16707","2","2"
"16707","4","1"
"16707","6","15"
"16708","3","1"
"16709","6","10"
"16710","3","1"
"16710","4","1"
"16711","1","2"
"16712","4","1"
"16712","5","11"
"16713","1","12"
"16713","2","6"
"16714","3","1"
"16715","2","2"
"16715","4","1"
"16715","6","15"
"16716","3","1"
"16716","4","1"
"16717","1","12"
"16717","2","6"
"16718","3","1"
"16719","3","1"
"16719","4","1"
"16720","6","10"
"16721","4","1"
"16721","5","11"
"16722","2","2"
"16722","4","1"
"16722","6","15"
"16723","1","2"
"16724","1","2"
"16725","2","2"
"16725","4","1"
"16725","6","15"
"16726","4","1"
"16726","5","11"
"16727","6","10"
"16728","1","2"
"16729","1","12"
"16729","2","6"
"16730","3","1"
"16730","4","1"
"16731","4","1"
"16731","5","11"
"16732","3","1"
"16733","6","10"
"16734","3","1"
"16735","2","2"
"16735","4","1"
"16735","6","15"
"16736","1","12"
"16736","2","6"
"16737","3","1"
"16737","4","1"
"16738","6","10"
"16739","1","12"
"16739","2","6"
"16740","4","1"
"16740","5","11"
"16741","1","2"
"16742","2","2"
"16742","4","1"
"16742","6","15"
"16743","3","1"
"16744","3","1"
"16744","4","1"
"16745","1","12"
"16745","2","6"
"16746","4","1"
"16746","5","11"
"16747","6","10"
"16748","6","10"
"16749","3","1"
"16750","1","2"
"16751","2","2"
"16751","4","1"
"16751","6","15"
"16752","1","2"
"16753","4","1"
"16753","5","11"
"16754","4","1"
"16754","5","11"
"16755","3","1"
"16755","4","1"
"16756","1","12"
"16756","2","6"
"16757","3","1"
"16758","6","10"
"16759","3","1"
"16759","4","1"
"16760","4","1"
"16760","5","11"
"16761","2","2"
"16761","4","1"
"16761","6","15"
"16762","2","2"
"16762","4","1"
"16762","6","15"
"16763","3","1"
"16764","3","1"
"16764","4","1"
"16765","1","2"
"16766","6","10"
"16767","1","12"
"16767","2","6"
"16768","3","1"
"16769","1","2"
"16770","4","1"
"16770","5","11"
"16771","2","2"
"16771","4","1"
"16771","6","15"
"16772","3","1"
"16772","4","1"
"16773","1","12"
"16773","2","6"
"16774","1","12"
"16774","2","6"
"16775","6","10"
"16776","1","2"
"16777","4","1"
"16777","5","11"
"16778","2","2"
"16778","4","1"
"16778","6","15"
"16779","3","1"
"16780","4","1"
"16780","5","11"
"16781","1","2"
"16782","1","12"
"16782","2","6"
"16783","3","1"
"16783","4","1"
"16784","6","10"
"16785","6","10"
"16786","3","1"
"16787","3","1"
"16787","4","1"
"16788","2","2"
"16788","4","1"
"16788","6","15"
"16789","4","1"
"16789","5","11"
"16790","1","2"
"16791","1","12"
"16791","2","6"
"16792","3","1"
"16793","2","2"
"16793","4","1"
"16793","6","15"
"16794","1","2"
"16795","3","1"
"16795","4","1"
"16796","6","10"
"16797","4","1"
"16797","5","11"
"16798","1","12"
"16798","2","6"
"16799","2","2"
"16799","4","1"
"16799","6","15"
"16800","1","12"
"16800","2","6"
"16801","3","1"
"16801","4","1"
"16802","4","1"
"16802","5","11"
"16803","1","2"
"16804","3","1"
"16805","6","10"
"16806","3","1"
"16807","2","2"
"16807","4","1"
"16807","6","15"
"16808","6","10"
"16809","3","1"
"16809","4","1"
"16810","4","1"
"16810","5","11"
"16811","1","2"
"16812","1","12"
"16812","2","6"
"16813","3","1"
"16814","6","10"
"16815","2","2"
"16815","4","1"
"16815","6","15"
"16816","3","1"
"16816","4","1"
"16817","1","12"
"16817","2","6"
"16818","3","1"
"16819","3","1"
"16819","4","1"
"16820","6","10"
"16821","4","1"
"16821","5","11"
"16822","1","2"
"16823","4","1"
"16823","5","11"
"16824","1","12"
"16824","2","6"
"16825","2","2"
"16825","4","1"
"16825","6","15"
"16826","2","2"
"16826","4","1"
"16826","6","15"
"16827","3","1"
"16828","6","10"
"16829","4","1"
"16829","5","11"
"16830","3","1"
"16830","4","1"
"16831","1","2"
"16832","1","2"
"16833","1","12"
"16833","2","6"
"16834","2","2"
"16834","4","1"
"16834","6","15"
"16835","1","2"
"16836","3","1"
"16837","3","1"
"16837","4","1"
"16838","4","1"
"16838","5","11"
"16839","6","10"
"16840","1","12"
"16840","2","6"
"16841","3","1"
"16842","2","2"
"16842","4","1"
"16842","6","15"
"16843","6","10"
"16844","3","1"
"16844","4","1"
"16845","3","1"
"16846","4","1"
"16846","5","11"
"16847","1","2"
"16848","1","12"
"16848","2","6"
"16849","2","2"
"16849","4","1"
"16849","6","15"
"16850","3","1"
"16850","4","1"
"16851","6","10"
"16852","4","1"
"16852","5","11"
"16853","1","12"
"16853","2","6"
"16854","1","2"
"16855","1","2"
"16856","3","1"
"16857","2","2"
"16857","4","1"
"16857","6","15"
"16858","1","12"
"16858","2","6"
"16859","3","1"
"16859","4","1"
"16860","2","2"
"16860","4","1"
"16860","6","15"
"16861","3","1"
"16861","4","1"
"16862","4","1"
"16862","5","11"
"16863","6","10"
"16864","2","2"
"16864","4","1"
"16864","6","15"
"16865","1","2"
"16866","4","1"
"16866","5","11"
"16867","1","12"
"16867","2","6"
"16868","6","10"
"16869","6","10"
"16870","3","1"
"16871","3","1"
"16872","3","1"
"16872","4","1"
"16873","1","2"
"16874","4","1"
"16874","5","11"
"16875","1","12"
"16875","2","6"
"16876","2","2"
"16876","4","1"
"16876","6","15"
"16877","3","1"
"16877","4","1"
"16878","6","10"
"16879","1","12"
"16879","2","6"
"16880","1","2"
"16881","4","1"
"16881","5","11"
"16882","4","1"
"16882","5","11"
"16883","3","1"
"16884","6","10"
"16885","3","1"
"16885","4","1"
"16886","2","2"
"16886","4","1"
"16886","6","15"
"16887","1","2"
"16888","3","1"
"16889","1","12"
"16889","2","6"
"16890","2","2"
"16890","4","1"
"16890","6","15"
"16891","3","1"
"16892","6","10"
"16893","1","2"
"16894","3","1"
"16894","4","1"
"16895","1","12"
"16895","2","6"
"16896","3","1"
"16897","4","1"
"16897","5","11"
"16898","4","1"
"16898","5","11"
"16899","6","10"
"16900","2","2"
"16900","4","1"
"16900","6","15"
"16901","1","2"
"16902","4","1"
"16902","5","11"
"16903","2","2"
"16903","4","1"
"16903","6","15"
"16904","1","12"
"16904","2","6"
"16905","3","1"
"16906","3","1"
"16906","4","1"
"16907","3","1"
"16907","4","1"
"16908","6","10"
"16909","1","2"
"16910","6","10"
"16911","4","1"
"16911","5","11"
"16912","3","1"
"16912","4","1"
"16913","3","1"
"16914","1","2"
"16915","2","2"
"16915","4","1"
"16915","6","15"
"16916","2","2"
"16916","4","1"
"16916","6","15"
"16917","1","12"
"16917","2","6"
"16918","6","10"
"16919","4","1"
"16919","5","11"
"16920","4","1"
"16920","5","11"
"16921","1","2"
"16922","3","1"
"16923","1","12"
"16923","2","6"
"16924","1","12"
"16924","2","6"
"16925","2","2"
"16925","4","1"
"16925","6","15"
"16926","6","10"
"16927","1","12"
"16927","2","6"
"16928","1","2"
"16929","4","1"
"16929","5","11"
"16930","3","1"
"16930","4","1"
"16931","3","1"
"16932","2","2"
"16932","4","1"
"16932","6","15"
"16933","1","2"
"16934","1","12"
"16934","2","6"
"16935","4","1"
"16935","5","11"
"16936","3","1"
"16937","2","2"
"16937","4","1"
"16937","6","15"
"16938","6","10"
"16939","4","1"
"16939","5","11"
"16940","3","1"
"16940","4","1"
"16941","1","2"
"16942","3","1"
"16942","4","1"
"16943","1","12"
"16943","2","6"
"16944","3","1"
"16944","4","1"
"16945","2","2"
"16945","4","1"
"16945","6","15"
"16946","3","1"
"16947","3","1"
"16947","4","1"
"16948","6","10"
"16949","4","1"
"16949","5","11"
"16950","1","2"
"16951","1","12"
"16951","2","6"
"16952","6","10"
"16953","3","1"
"16954","2","2"
"16954","4","1"
"16954","6","15"
"16955","3","1"
"16956","6","10"
"16957","3","1"
"16957","4","1"
"16958","3","1"
"16959","4","1"
"16959","5","11"
"16960","6","10"
"16961","1","2"
"16962","3","1"
"16962","4","1"
"16963","1","2"
"16964","4","1"
"16964","5","11"
"16965","1","12"
"16965","2","6"
"16966","2","2"
"16966","4","1"
"16966","6","15"
"16967","2","2"
"16967","4","1"
"16967","6","15"
"16968","3","1"
"16969","6","10"
"16970","3","1"
"16970","4","1"
"16971","4","1"
"16971","5","11"
"16972","1","2"
"16973","1","12"
"16973","2","6"
"16974","1","12"
"16974","2","6"
"16975","3","1"
"16976","2","2"
"16976","4","1"
"16976","6","15"
"16977","6","10"
"16978","1","12"
"16978","2","6"
"16979","4","1"
"16979","5","11"
"16980","3","1"
"16981","3","1"
"16981","4","1"
"16982","2","2"
"16982","4","1"
"16982","6","15"
"16983","4","1"
"16983","5","11"
"16984","6","10"
"16985","3","1"
"16985","4","1"
"16986","1","2"
"16987","3","1"
"16987","4","1"
"16988","1","2"
"16989","1","12"
"16989","2","6"
"16990","3","1"
"16991","2","2"
"16991","4","1"
"16991","6","15"
"16992","3","1"
"16993","1","12"
"16993","2","6"
"16994","3","1"
"16994","4","1"
"16995","6","10"
"16996","2","2"
"16996","4","1"
"16996","6","15"
"16997","4","1"
"16997","5","11"
"16998","1","2"
"16999","1","12"
"16999","2","6"
"17000","3","1"
"17001","2","2"
"17001","4","1"
"17001","6","15"
"17002","4","1"
"17002","5","11"
"17003","6","10"
"17004","3","1"
"17004","4","1"
"17005","6","10"
"17006","1","2"
"17007","4","1"
"17007","5","11"
"17008","1","12"
"17008","2","6"
"17009","6","10"
"17010","3","1"
"17011","3","1"
"17011","4","1"
"17012","2","2"
"17012","4","1"
"17012","6","15"
"17013","1","2"
"17014","4","1"
"17014","5","11"
"17015","2","2"
"17015","4","1"
"17015","6","15"
"17016","3","1"
"17017","1","12"
"17017","2","6"
"17018","6","10"
"17019","1","2"
"17020","1","2"
"17021","3","1"
"17021","4","1"
"17022","4","1"
"17022","5","11"
"17023","2","2"
"17023","4","1"
"17023","6","15"
"17024","1","12"
"17024","2","6"
"17025","3","1"
"17025","4","1"
"17026","3","1"
"17027","6","10"
"17028","6","10"
"17029","1","2"
"17030","4","1"
"17030","5","11"
"17031","2","2"
"17031","4","1"
"17031","6","15"
"17032","1","12"
"17032","2","6"
"17033","2","2"
"17033","4","1"
"17033","6","15"
"17034","3","1"
"17034","4","1"
"17035","1","2"
"17036","4","1"
"17036","5","11"
"17037","1","12"
"17037","2","6"
"17038","1","2"
"17039","6","10"
"17040","4","1"
"17040","5","11"
"17041","3","1"
"17042","1","12"
"17042","2","6"
"17043","2","2"
"17043","4","1"
"17043","6","15"
"17044","3","1"
"17045","3","1"
"17046","3","1"
"17046","4","1"
"17047","6","10"
"17048","3","1"
"17048","4","1"
"17049","4","1"
"17049","5","11"
"17050","4","1"
"17050","5","11"
"17051","1","2"
"17052","1","12"
"17052","2","6"
"17053","3","1"
"17054","2","2"
"17054","4","1"
"17054","6","15"
"17055","3","1"
"17056","2","2"
"17056","4","1"
"17056","6","15"
"17057","1","2"
"17058","6","10"
"17059","1","12"
"17059","2","6"
"17060","4","1"
"17060","5","11"
"17061","1","2"
"17062","3","1"
"17062","4","1"
"17063","1","12"
"17063","2","6"
"17064","6","10"
"17065","4","1"
"17065","5","11"
"17066","3","1"
"17067","3","1"
"17067","4","1"
"17068","2","2"
"17068","4","1"
"17068","6","15"
"17069","6","10"
"17070","3","1"
"17070","4","1"
"17071","1","2"
"17072","4","1"
"17072","5","11"
"17073","1","12"
"17073","2","6"
"17074","3","1"
"17075","1","2"
"17076","2","2"
"17076","4","1"
"17076","6","15"
"17077","3","1"
"17077","4","1"
"17078","3","1"
"17079","3","1"
"17079","4","1"
"17080","1","12"
"17080","2","6"
"17081","6","10"
"17082","2","2"
"17082","4","1"
"17082","6","15"
"17083","4","1"
"17083","5","11"
"17084","6","10"
"17085","1","2"
"17086","4","1"
"17086","5","11"
"17087","2","2"
"17087","4","1"
"17087","6","15"
"17088","1","12"
"17088","2","6"
"17089","1","12"
"17089","2","6"
"17090","6","10"
"17091","3","1"
"17092","4","1"
"17092","5","11"
"17093","3","1"
"17093","4","1"
"17094","2","2"
"17094","4","1"
"17094","6","15"
"17095","3","1"
"17096","6","10"
"17097","1","2"
